0001 9025.9611
0002 5008.3504
0004 2683.1786
0006 2038.9814
0008 1528.2874
0012 1018.9466
0024  519.8904
0036  366.8024
0048  289.7065
0072  224.4088
0096  195.1950
0120  175.7486
0144  163.8013
0192  146.9265
0252  143.6911
0384  128.9673
0480  123.8737
0768  117.3905
