0001 13603.7215
0002 8241.0946
0004 4752.5300
0006 3499.6270
0008 2621.9217
0012 1783.0702
0024  866.3433
0036  599.0734
0048  454.1614
0072  334.3542
0096  280.7170
0120  248.9527
0144  226.0029
0192  197.6237
0252  175.6822
0384  156.3223
0480  151.7466
0768  143.0252
